,hour,tweet,Tweets_duygu,sınıflandırma
1324,21,Hakan Sabancıdan ayrılan Aygün Aydın duş aldığı görüntüleri paylaştı  ,negatif,siyaset 
1325,21,Sedat Peker kripto para oldu  ,negatif,teknoloji 
1326,21,Kırık kalp sendromuna dikkat  ,negatif,saglik 
1327,21,Demet Özdemir ve Oğuzhan Koç teknede aşka geldi  ,negatif,kultur 
1328,21,Araçta kanlı infazda kuzenin ardından yaralı da hayatını kaybetti  ,negatif,siyaset 
1329,21,Samsunda  yaşındaki gencin şüpheli ölümü  ,negatif,saglik 
1330,21,Ünlü model Rhian Sugden kendisine gelen ahlaksız teklifleri bir bir ifşa etti  ,pozitif,dunya 
1331,21,Nevşin Mengüden Erdoğana Siyasi hayatı boyunca yaptığı en tehlikeli açıklamalar arasında e girer  ,pozitif,siyaset 
1332,20,İzmirde rüşvet operasyonu i kamu görevlisi  gözaltı kararı  ,negatif,siyaset 
1333,20,AA Sedat Pekere DHKPC tehdidi bahanesiyle verilen koruma kararında FETÖ izi tespit edildi  ,negatif,siyaset 
1334,20,Ekrem İmamoğlu İsrafa son verdik  milyar lira tasarruf sağladık  ,negatif,ekonomi 
1335,20,AstraZenecadan Pfizer aşısının daha ölümcül olduğu iddiası  ,negatif,teknoloji 
1336,20,TBMMde skandal sözler Çocuk evliliğini savundu birlikte yaşayan çiftlere sapkın dedi  ,negatif,saglik 
1337,20,Cedi Osman işi biliyor  Ebru Şahine beğeni ve yorum yağdı  ,negatif,kultur 
1338,20,Maskesiz günler geliyor İşte  Haziran sonrası kafe restoran ve diğer iş yerleri için plan  ,pozitif,ekonomi 
1339,20,Ankara Cumhuriyet Başsavcılığından Reis Sedat Peker açıklaması  ,negatif,siyaset 
1340,20,Hopadaki çay üreticilerinin eylemine polis müdahale etti  kişi gözaltında  ,negatif,ekonomi 
1341,20,Sedat Peker talebi AKP ve MHP oylarıyla reddedildi  ,negatif,siyaset 
1342,20,Kılıçdaroğlundan Erdoğana yanıt Sen git çetelerle magazincilik oyna  ,pozitif,siyaset 
1343,20,Şeyma Subaşı aşka geldi  ,negatif,siyaset 
1344,20,Soyludan polislere uyarı Hesabını sorarım  ,negatif,siyaset 
1345,20,Kılıçdaroğlundan Erdoğana yanıt Sen git çetelerle magazincilik oyna  ,pozitif,siyaset 
1346,20,Erdoğanın CHPye yönelik darbe açıklamalarına CHPli Altaydan sert tepki Darbe paranoyası işini aşmış  ,negatif,siyaset 
1347,20,Ahmet Takandan sert eleştiri Cumhurbaşkanlığı makamında oturan zat racon keser mi  ,negatif,siyaset 
1348,20,Milyonlarca borçluyu ilgilendiren gelişme TBMMde kabul edildi  ,negatif,ekonomi 
1349,20,Yıllar önce Serpil Örümcerin dizlerine oturarak poz vermişti Göksel Arsoy o günü anlattı  ,pozitif,kultur 
1350,20,Edevlet üzerinden sosyal yardım vurgunu  ,negatif,teknoloji 
1351,19,Kılıçdaroğlu sahaya iniyor  ,pozitif,siyaset 
1352,19,Emin Çölaşan Erdoğanın açıklamalarını yorumladı  ,pozitif,siyaset 
1353,19,Nesrin Cavadzadenin tatil pozlarına beğeni yağdı  ,negatif,kultur 
1354,19,Soylunun canlı yayında bahsettiği gazeteci Ali Tarakçı Tedirginim  ,negatif,siyaset 
1355,19,Fatih Altaylıdan Erdoğanın Akşenere yönelik tehdit gibi sözlerine çarpıcı yorum  ,negatif,siyaset 
1356,19,Mısırlı gazeteciden şaşkına çeviren iddia Sedat Peker Show TVnin final yapan dizisinde  ,negatif,dunya 
1357,19,Dikkat Uzman isim uyarıp tarih verdi  ,negatif,siyaset 
1358,19,Babacandan Erdoğana Korku iliklerine kadar işlemiş  ,pozitif,siyaset 
1359,19,Mine Tugayın paylaştığı fotoğrafa beğeni yağmuru  ,negatif,kultur 
1360,19,Korkut Eken konuştu Atilla Peker ile Kıbrısa gittim cinayetle alakam yok  ,negatif,siyaset 
1361,19,Kutlu Adalı cinayetinde flaş gelişme  ,negatif,siyaset 
1362,19,Galip Mendi İsmail Saymaza anlattı Atilla Peker abuk sabuk hareketleri olan birisi  ,negatif,spor 
1363,19,Özgür Özel Süleyman Soyluya bu defa kanun maddesiyle seslendi  ,negatif,siyaset 
1364,19,Maskesiz günler geliyor İşte  Haziran sonrası kafe restoran ve diğer iş yerleri için plan  ,pozitif,ekonomi 
1365,19,Ebru Şancı eşi Alpaslan Öztürkü öpücüklere boğdu  ,negatif,saglik 
1366,19,Barış Pehlivan Süleyman Soylunun Pekere yakın gösterdiği Özgür Taşdemirin yanına eklediği isim tesadüf değil  ,negatif,siyaset 
1367,19,Akşener Erdoğana kendi sözleriyle yanıt verdi Dur daha neler olacak  ,negatif,siyaset 
1368,19,İzmir Tabip Odasından  Haziran uyarısı Açılma olursa başa döneriz  ,negatif,saglik 
1369,18,Ahmet Hakan Ben artık eski ben olacağım ve bundan sonra asla  ,negatif,kultur 
1370,18,Cemal Enginyurt Ak Türkçe dedi sosyal medya yıkıldı  ,negatif,siyaset 
1371,18,Ahmet Hakan Ben artık eski ben olacağım ve bundan sonra asla  ,negatif,kultur 
1372,17,Sedat Peker bir yıl önce hakkında kırmızı bülten çıkarılıp çıkarılmadığını sordurmuş  ,negatif,siyaset 
1373,17,AAda Peker telaşı Haber apar topar silindi belgeyi keserek yeniden yayınladı  ,negatif,siyaset 
1374,17,Melih Gökçek Ekrem İmamoğlunu eleştireyim derken yine rezil oldu  ,negatif,siyaset 
1375,17,Sedat Pekerden yeni açıklama  ,negatif,siyaset 
1376,16,Türkiyede koronavirüsten  kişi daha hayatını kaybetti  bin  yeni vaka var  ,negatif,saglik 
1377,16,Dünyaca ünlü kuruluş duyurdu AKPli yetkiliden ortalığı karıştıracak Sedat Peker açıklaması  ,negatif,siyaset 
1378,16,Didimde korkunç cinayet defalarca bıçaklanan genç feci  şekilde can verdi  ,negatif,siyaset 
1379,14, yıl boyunca üvey babasının cinsel tacizine uğrayan küçük kızın günlüğünden kan donduran satırlar  ,pozitif,dunya 
1380,14,Sedat Peker kripto para oldu  ,negatif,teknoloji 
1381,14,Ankara Cumhuriyet Başsavcılığından Reis Sedat Peker açıklaması  ,negatif,siyaset 
1382,13,Genç kız annesinden boşanmak isteyen babasını öldürdü  ,negatif,siyaset 
1383,13,TBMMde skandal sözler Çocuk evliliğini savundu birlikte yaşayan çiftlere sapkın dedi  ,negatif,saglik 
1384,12,SONDAKİKA Kutlu Adalı cinayetinde flaş gelişme  ,negatif,siyaset 
1385,12,Müge Anlıdaki iddialar kan dondurdu  ,negatif,saglik 
1386,12, TL dolandırdı  yıl hapis cezası aldı  ,negatif,ekonomi 
1387,12,Milyonlarca borçluyu ilgilendiren gelişme TBMMde kabul edildi  ,negatif,ekonomi 
1388,12,AA Sedat Pekere DHKPC tehdidi bahanesiyle verilen koruma kararında FETÖ izi tespit edildi  ,negatif,siyaset 
1389,12,Kılıçdaroğlundan Erdoğana yanıt Sen git çetelerle magazincilik oyna  ,pozitif,siyaset 
1390,12,Sedat Peker hakkında yakalama kararı  ,negatif,siyaset 
1391,11,Soyludan polislere uyarı Hesabını sorarım  ,negatif,siyaset 
1392,11,Sedat Peker talebi AKP ve MHP oylarıyla reddedildi  ,negatif,siyaset 
1393,11,Babacandan Erdoğana Korku iliklerine kadar işlemiş  ,pozitif,siyaset 
1394,10,Fatih Altaylıdan Erdoğanın Akşenere yönelik tehdit gibi sözlerine çarpıcı yorum  ,negatif,siyaset 
1395,10,Dikkat Uzman isim uyarıp tarih verdi  ,negatif,siyaset 
1396,10,Akşener Erdoğana kendi sözleriyle yanıt verdi Dur daha neler olacak  ,negatif,siyaset 
1397,10,İzmir Tabip Odasından  Haziran uyarısı Açılma olursa başa döneriz  ,negatif,saglik 
1398,10,Barış Pehlivan Süleyman Soylunun Pekere yakın gösterdiği Özgür Taşdemirin yanına eklediği isim tesadüf değil  ,negatif,siyaset 
1399,09,Emin Çölaşan Erdoğanın açıklamalarını yorumladı  ,pozitif,siyaset 
1400,09,Maskesiz günler geliyor İşte  Haziran sonrası kafe restoran ve diğer iş yerleri için plan  ,pozitif,ekonomi 
1401,09,Mardinde MİT ve jandarmadan ortak operasyon Teröristlere ait sığınaklarda plastik patlayıcı ve EYP düzeneği ele geçirildi  ,negatif,siyaset 
1402,09,AstraZenecadan Pfizer aşısının daha ölümcül olduğu iddiası  ,negatif,teknoloji 
1403,09,Soylunun canlı yayında bahsettiği gazeteci Ali Tarakçı Tedirginim  ,negatif,siyaset 
1404,08,Uyuşturucu sevkıyatında yeni taktik BM raporunda Maske ve dezenfektanla kamufle ediliyor  ,negatif,dunya 
1405,07, yıllık esrarengiz cinayetin faili kiracı çıktı  ,negatif,siyaset 
1406,07,Galip Mendi İsmail Saymaza anlattı Atilla Peker abuk sabuk hareketleri olan birisi  ,negatif,spor 
1407,07,Korkut Eken konuştu Atilla Peker ile Kıbrısa gittim cinayetle alakam yok  ,negatif,siyaset 
1408,07,Serbest piyasada döviz fiyatları  ,pozitif,ekonomi 
1409,07,Meteorolojiden yağış ve soğuk hava uyarısı  ,pozitif,ekonomi 
1410,07, emekli amiralin bildirisine ilişkin soruşturmada ifadeler alınmaya devam  ediliyor  ,negatif,siyaset 
1411,07,Ahmet Takandan sert eleştiri Cumhurbaşkanlığı makamında oturan zat racon keser mi  ,negatif,siyaset 
1412,07,Samsunda  yaşındaki gencin şüpheli ölümü   ,negatif,saglik 
1413,07,FETÖnün emniyet mahrem sorumlusu yakalandı   ,negatif,siyaset 
1414,07,Emlak Vergisinde son gün pazartesi  ,pozitif,ekonomi 
1415,06,Eski Başbakan Gelecek Partisi lideri Davutoğluna Meclis önünde polis engeli  ,negatif,siyaset 
1416,06,AKPden Sedat Pekerin iddialarıyla ilgili ilk açıklama  ,negatif,siyaset 
1417,06,Erdoğanın destek konuşmasının ardından Süleyman Soyludan ilk açıklama  ,pozitif,siyaset 
1418,06,Cumhurbaşkanı  Erdoğan Haziran ayında normalleşmeyi hedefliyoruz  ,pozitif,siyaset 
1419,06,Nevşin Mengüden Erdoğana Siyasi hayatı boyunca yaptığı en tehlikeli açıklamalar arasında e girer  ,pozitif,siyaset 
1420,06,Ayvalıktan ada aldığı iddia edilen Hülya Avşar Zenginlik  kötü bir şey  ,negatif,dunya 
1421,06,Sedat Pekerden Defne açıklaması O kişi Defne Samyeli mi  ,negatif,siyaset 
1422,06,Provokasyonu savunan Erdoğan Meral Akşeneri hedef gösterdi Bunlar daha iyi günler  ,negatif,siyaset 
1423,06,Defne Samyeliden Sedat Pekerin Defne tweetinin ardından flaş açıklama  ,negatif,siyaset 
1424,06,Kılıçdaroğlu sahaya iniyor  ,pozitif,siyaset 
1425,06,Galip Mendi Korkut Ekenle görüştük Kutlu Adalıyla ilgili bir şey söylemedi  ,negatif,spor 
1426,05,Sedat Pekerden yeni paylaşım Defne hanımın evinde kimin kalp krizi geçirdiğini açıklarım  ,negatif,siyaset 
1427,05,İstanbulda terör örgütü DEAŞa yönelik eş zamanlı düzenlenen operasyonlar  ,pozitif,siyaset 
1428,05,Son ankette  Sedat Peker şoku Doğru söylediğine inananların oranı  ,negatif,siyaset 
1429,05,Meral Akşenerden Erdoğanın tehditlerine flaş yanıt  ,pozitif,siyaset 
1430,05,Kılıçdaroğlundan Erdoğana jet yanıt Mafya ağzıyla trol gibi konuşmaya başlamış  ,negatif,siyaset 
1431,05,CHPli Ali Mahir Başarır Erdoğana Sedat Pekerin  sözlerini hatırlattı Utanç  duyuyorum  ,negatif,siyaset 
1432,05,Joe Bidenın adayı Türkiyeyi saf dışı bırakacağım  ,negatif,kultur 
1433,05,Tuvana Türkay O sette  dönen şantajları berbat olayları illa açık mı edeyim  ,negatif,kultur 
1434,05,The Guardianda Pekerin gelecek videolarıyla ilgili bomba iddia Nihai hedef Erdoğan  ,pozitif,siyaset 
1435,05,Fahrettin Koca  Hazirandan itibaren  yaş üstü aşılama başlıyor  ,pozitif,saglik 
1436,05,Yılmaz Özdilden Erdoğana sessizlik eleştirisi Asrın liderimiz hala susacak mı  ,negatif,siyaset 
1437,04, bin dolar alan siyasetçi denilen Metin Külünk sessizliğini bozdu  ,negatif,siyaset 
1438,04,İnceden Erdoğana Aklını başına al  ,pozitif,siyaset 
1439,04,Din öğretmeninden silahlı paylaşım Emrindeyiz Aga  metreden nokta atışı  ,negatif,siyaset 
1440,04,Erdoğandan Sedat Peker mesajı Sinsi operasyonları akamete uğratacağız  ,negatif,siyaset 
1441,04,CHPli Altaydan Erdoğanın  tehdit açıklamalarına tepki  Bizi öldürecek misin  ,negatif,siyaset 
1442,04,Çin aşısı olanlar dikkat Bilim Kurulu üyesi duyurdu  ay sonra  ,negatif,saglik 
1443,04,Koronavirüs aşısı yaptıran  ünlü model hayatını kaybetti  ,negatif,saglik 
1444,04,Sedat Pekerin videoları ortalığı karıştırdı Erdoğanın Soylu kararı belli iddiası  ,negatif,siyaset 
1445,04,Erdoğandan Süleyman Soylu ve Binali Yıldırıma destek  ,pozitif,siyaset 
1446,03,Diyarbakırda dev uyuşturucu operasyonu  kilo esrar  bin  kök kenevir bit,negatif,siyaset 
1447,03,Ümraniyede hafif ticari araç minibüse çarptı si ağır  yaralı  ,negatif,saglik 
1448,03,Süleyman Soylu Milyonlarca insan çocuk pornosu da izliyor  ,negatif,siyaset 
1449,03,Ali Koçtan Diyanete mektup Kırgınım  ,negatif,siyaset 
1450,03,Asmalı Konakın  Diclesi son haliyle şaşırttı  ,negatif,kultur 
1451,03,Sihirli Annemin Tuğçesi Damla Ersubaşı resmen eridi  ,negatif,siyaset 
1452,03,Meksikada yerel seçimlere sayılı günler kala  politikacı suikasta kurban gitti  ,negatif,dunya 
1453,03,Galatasarayda seçim tarihi belli oldu  ,pozitif,spor 
1454,03,Adalet Bakanlığından Adnan Oktar açıklaması  ,pozitif,siyaset 
1455,02,İzmirde jandarmadan zehir tacirlerine baskın  ,negatif,saglik 
1456,02,Hindistanı Yaas Kasırgası vurdu  ,negatif,dunya 
1457,02,Balıkesirde  aranan şahıs yakalandı  ,pozitif,siyaset 
1458,02,Tanga ipiyle gelen ölüm Yunusun yüzgecine dolandı  ,pozitif,kultur 
1459,02,Ümraniyede hafif ticari araç minibüse çarptı si ağır  yaralı  ,negatif,saglik 
1460,02,Şişlide viyadük altında yanan  otomobilde kundaklama şüphesi  ,negatif,dunya 
1461,02,AKPli Çamlı Süleyman Soylu yerine Metin Külünke destek verdi  ,negatif,siyaset 
1462,01,Uyuşturucu kullanmaya çalışırken suçüstü yakalandılar  ,negatif,siyaset 
1463,01,Devrilen traktörün altında kalarak hayatını kaybetti  ,negatif,siyaset 
1464,01,La Casa De Pepelin yeni fragmanı yayınlandı  ,pozitif,kultur 
1465,01,Platonik aşık olduğu kadına ve iş arkadaşına dehşeti yaşatan zanlı tutuklandı  ,negatif,saglik 
1466,01,Antalyada ölümle sonuçlanan kavgaya  tutuklama  ,negatif,siyaset 
1467,01,Demet Özdemir ve Oğuzhan Koç teknede aşka geldi  ,negatif,kultur 
1468,01,Malatyada uyuşturucu operasyonu  gözaltı  ,negatif,siyaset 
1469,01,Silindirin altında kalan işçi öldü  ,negatif,teknoloji 
1470,01,Süleyman Soylu Benden önceki İçişleri bakanlarından birinin oğlunda para sayma makinesi çıktı  ,negatif,siyaset 
1471,00, kilo kokain kıyıya vurdu Piyasa değeri  milyon lira  ,negatif,ekonomi 
1472,00,Mardinde inşaattan düşen işçi hayatını kaybetti  ,pozitif,dunya 
1473,00,Hakan Sabancıdan  ayrılan Aygün Aydın duş aldığı görüntüleri paylaştı  ,negatif,siyaset 
1474,00,Malatyada uyuşturucu operasyonu  gözaltı  ,negatif,siyaset 
1475,00,Bursada uyuşturucu operasyonu  ,negatif,siyaset 
1476,00,Ünlü model Rhian  Sugden kendisine gelen ahlaksız teklifleri bir bir ifşa etti  ,pozitif,dunya 
1477,00,Köpeğe çarpmamak için manevra yaptı araç şarampole devrildi  yaralı  ,negatif,saglik 
1478,00,Tır otobüse çarptı  yaralı  ,negatif,siyaset 
1479,00,Sedat Pekerin videoları neden rekor düzeyde izleniyor diyen Emin Çölaşan Nedenini açıklayayım  ,negatif,siyaset 
1480,23,Aranması bulunan  kişi yakalandı  ,pozitif,siyaset 
1481,23,Altın fiyatlarında yaşanan artış en çok Trabzon hasır bileziği satışlarını etkiledi  ,negatif,ekonomi 
1482,23,Soyludan aynı soruya  gün arayla iki farklı yanıt  ,pozitif,siyaset 
1483,23,Otomobil  metrelik uçurumdan aşağı düştü  ölü  yaralı  ,negatif,dunya 
1484,23,Araçlarda unutulan dezenfektan şişelerine karşı uyarı  ,pozitif,siyaset 
1485,23,Tuğba Ekinciden ayrılık sonrası cesur pozlar  ,pozitif,saglik 
1486,23,Eski sevgilisini  yerinden bıçaklayan zanlıya  yıl hapis cezası  ,negatif,siyaset 
1487,23,Afganistanda kendisinden kaçan eşini Türkiyede öldürdü  ,pozitif,dunya 
1488,23,Merve Boluğur Popo kıvrımlarımı önemsiyorum  ,negatif,saglik 
1489,23,Sevilay Yılman Bu millet bu kadar aptal yerine konulmayı hak edecek kadar ne yaptı bilmiyorum  ,negatif,siyaset 
1490,22,Hastanın rahminden  miyom çıktı  ,negatif,saglik 
1491,22,Dezenfektan üretimi süsü ile sahte alkol üretenlere operasyon  ,pozitif,saglik 
1492,22,Gecenin özeti yıllar önceki Sayın Bakanım dizisinden  ,pozitif,kultur 
1493,22,Samsunda içme suyuna yüzde  indirim  ,pozitif,ekonomi 
1494,22,Gramı  TL olan arı zehri Adıyamanda üretilmeye başlandı  ,negatif,saglik 
1495,22,Iggy Azalea süper minisiyle büyüledi  ,pozitif,teknoloji 
1496,22,Sürpriz isim yok Leyla ile Mecnun ekranlara geri dönüyor  ,negatif,kultur 
1497,22,Bilecikte kapalı alan kenevir yetiştiricilerine operasyon  ,negatif,saglik 
1498,22,Melis Sezenin pozlarına beğeni yağdı  ,negatif,kultur 
1499,22,İngiltere Merkez Bankası Başkanı Bailey Kripto varlıklar tehlikeli  ,negatif,ekonomi 
1500,21,Mersinde alacak verecek kavgasında kan aktı  ölü  ,negatif,ekonomi 
1501,21,İhracatçılar gelecek  milyon doz Biontech aşısında öncelik istedi  ,pozitif,ekonomi 
1502,21,Sedat Peker Soylunun Arkadaşım dediği isimle telefon görüşmesini yayınladı  ,negatif,siyaset 
1503,21,Adıyamanda metan gazı faciası  ölü  ,negatif,saglik 
1504,21,Bursada cinnet ölüm  ,negatif,saglik 
1505,21,Son Yazın Yağmuru Hafsanur Sancaktutanın pozu çok beğenildi  ,pozitif,kultur 
1506,21,Ceyhanda  adet kaçak cep telefonu ele geçirildi  ,negatif,ekonomi 
1507,21, yaşındaki işsiz genç yaşamına son verdi İntihar notunda Erdoğan ve AKP detayı  ,negatif,siyaset 
1508,21,Bahar Candandan bomba paylaşım Doçent doktor babam umarım kızmaz  ,negatif,siyaset 
1509,21,Ankara kulisleri kızıştı Saraydaki iktidar kapışmasının bir parçası mı bilemem ama duyduklarım çok önemli  ,negatif,siyaset 
1510,20,Fahrettin Koca  Hazirandan itibaren  yaş üstü aşılama başlıyor  ,pozitif,saglik 
1511,20,Defne Samyeliden Sedat Pekerin Defne tweetinin ardından flaş açıklama  ,negatif,siyaset 
1512,20,Son ankette Sedat Peker şoku Doğru söylediğine inananların oranı  ,negatif,siyaset 
1513,20,Sedat Pekerden yeni paylaşım Defne hanımın evinde kimin kalp krizi geçirdiğini açıklarım  ,negatif,siyaset 
1514,20,Demet Özdemir ve Oğuzhan Koç teknede aşka geldi  ,negatif,kultur 
1515,20,Sedat Pekerden Defne açıklaması O kişi Defne Samyeli mi  ,negatif,siyaset 
1516,20,Ali Koçtan Diyanete mektup Kırgınım  ,negatif,siyaset 
1517,20,Cumhurbaşkanı Erdoğan Haziran ayında normalleşmeyi hedefliyoruz  ,pozitif,siyaset 
1518,20,Erdoğanın destek konuşmasının ardından Süleyman Soyludan ilk açıklama  ,pozitif,siyaset 
1519,20,Meral Akşenerden Erdoğanın tehditlerine flaş yanıt  ,pozitif,siyaset 
1520,20,Asmalı Konakın Diclesi son haliyle şaşırttı  ,negatif,kultur 
1521,20,AKPden Sedat Pekerin iddialarıyla ilgili ilk açıklama  ,negatif,siyaset 
1522,20,Provokasyonu savunan Erdoğan Meral Akşeneri hedef gösterdi Bunlar daha iyi günler  ,negatif,siyaset 
1523,20,CHPli Ali Mahir Başarır Erdoğana Sedat Pekerin  sözlerini hatırlattı Utanç duyuyorum  ,negatif,siyaset 
1524,20,Nevşin Mengüden Erdoğana Siyasi hayatı boyunca yaptığı en tehlikeli açıklamalar arasında e girer  ,pozitif,siyaset 
1525,20,Eski Başbakan Gelecek Partisi lideri Davutoğluna Meclis önünde polis engeli  ,negatif,siyaset 
1526,20,Ünlü model Rhian Sugden kendisine gelen ahlaksız teklifleri bir bir ifşa etti  ,pozitif,dunya 
1527,19,Kılıçdaroğlundan Erdoğana jet yanıt Mafya ağzıyla trol gibi konuşmaya başlamış  ,negatif,siyaset 
1528,19,Ayvalıktan ada aldığı iddia edilen Hülya Avşar Zenginlik kötü bir şey  ,negatif,dunya 
1529,19,Erdoğandan Süleyman Soylu ve Binali Yıldırıma destek  ,pozitif,siyaset 
1530,19,Erdoğandan Sedat Peker mesajı Sinsi operasyonları akamete uğratacağız  ,negatif,siyaset 
1531,19,CHPli Altaydan Erdoğanın tehdit açıklamalarına tepki  Bizi öldürecek misin  ,negatif,siyaset 
1532,19,Din öğretmeninden silahlı paylaşım Emrindeyiz Aga  metreden nokta atışı  ,negatif,siyaset 
1533,19,Çin aşısı olanlar dikkat Bilim Kurulu üyesi duyurdu  ay sonra  ,negatif,saglik 
1534,19,Tuvana Türkay O sette dönen şantajları berbat olayları illa açık mı edeyim  ,negatif,kultur 
1535,19,İnceden Erdoğana Aklını başına al  ,pozitif,siyaset 
1536,19,Adalet Bakanlığından Adnan Oktar açıklaması  ,pozitif,siyaset 
1537,19,Hakan Sabancıdan ayrılan Aygün Aydın duş aldığı görüntüleri paylaştı  ,negatif,siyaset 
1538,19, bin dolar alan siyasetçi denilen Metin Külünk sessizliğini bozdu  ,negatif,siyaset 
1539,19,Koronavirüs aşısı yaptıran ünlü model hayatını kaybetti  ,negatif,saglik 
1540,19,Yılmaz Özdilden Erdoğana sessizlik eleştirisi Asrın liderimiz hala susacak mı  ,negatif,siyaset 
1541,19,Galip Mendi Korkut Ekenle görüştük Kutlu Adalıyla ilgili bir şey söylemedi  ,negatif,spor 
1542,18,Bu anket çok konuşulacak Erdoğana kesinlikle oy vermem oranında ciddi artış  ,negatif,siyaset 
1543,17,Eski sevgilisini  yerinden bıçaklayan zanlıya  yıl hapis cezası  ,negatif,siyaset 
1544,17,Türkiyede koronavirüsten  kişi daha hayatını kaybetti  bin  yeni vaka var  ,negatif,saglik 
1545,17,SONDAKİKA Sedat Pekerden Defne açıklaması O kişi Defne Samyeli mi  ,negatif,siyaset 
1546,16,Fahrettin Koca  Hazirandan itibaren  yaş üstü aşılama başlıyor  ,pozitif,saglik 
1547,16,Defne Samyeliden Sedat Pekerin Defne tweetinin ardından flaş açıklama  ,negatif,siyaset 
1548,15, bin dolar alan siyasetçi denilen Metin Külünk sessizliğini bozdu  ,negatif,siyaset 
1549,15,Din öğretmeninden silahlı paylaşım Emrindeyiz Aga  metreden nokta atışı  ,negatif,siyaset 
1550,15,İnceden Erdoğana Aklını başına al  ,pozitif,siyaset 
1551,15,Erdoğandan Sedat Peker mesajı Sinsi operasyonları akamete uğratacağız  ,negatif,siyaset 
1552,14,FLAŞ Sedat Pekerden yeni paylaşım Defne hanımın evinde kimin kalp krizi geçirdiğini açıklarım  ,negatif,siyaset 
1553,14,SONDAKİKA AKPden Sedat Pekerin iddialarıyla ilgili ilk açıklama  ,pozitif,siyaset 
1554,13,Sürpriz isim yok Leyla ile Mecnun ekranlara geri dönüyor  ,negatif,kultur 
1555,13,Galatasarayda seçim tarihi belli oldu  ,pozitif,spor 
1556,13,Eski Başbakan Gelecek Partisi lideri Davutoğluna Meclis önünde polis engeli  ,negatif,siyaset 
1557,13,CHPli Ali Mahir Başarır Erdoğana Sedat Pekerin sözlerini hatırlattı Utanç duyuyorum  ,negatif,siyaset 
1558,13,CHPli Altaydan Erdoğanın tehdit açıklamalarına tepki Bizi öldürecek misin  ,negatif,siyaset 
1559,12,AK Parti MYK toplandı  ,pozitif,siyaset 
1560,12,Erdoğanın destek konuşmasının ardından Süleyman Soyludan ilk açıklama  ,pozitif,siyaset 
1561,11,Meral Akşenerden Erdoğanın tehditlerine flaş yanıt  ,pozitif,siyaset 
1562,11,Kılıçdaroğlundan Erdoğana jet yanıt Mafya ağzıyla trol gibi konuşmaya başlamış  ,negatif,siyaset 
1563,10,Nevşin Mengüden Erdoğana Siyasi hayatı boyunca yaptığı en tehlikeli açıklamalar arasında e girer  ,pozitif,siyaset 
1564,10,Provokasyonu savunan Erdoğan Meral Akşeneri hedef gösterdi Bunlar daha iyi günler  ,negatif,siyaset 
1565,09,Erdoğandan Süleyman Soylu ve Binali Yıldırıma destek  ,pozitif,siyaset 
1566,09,Cumhurbaşkanı Erdoğan İçişleri Bakanımızın yanındayız ve yanında olacağız   CANLIYAYIN  ,pozitif,siyaset 
1567,09,Cumhurbaşkanı Erdoğan konuşuyor  CANLI izlemek için tıklayın      ,pozitif,siyaset 
1568,08,Joe Bidenın adayı Türkiyeyi saf dışı bırakacağım  ,negatif,kultur 
1569,08, kilo kokain kıyıya vurdu Piyasa değeri  milyon lira  ,negatif,ekonomi 
1570,08,Bursada cinnet ölüm  ,negatif,saglik 
1571,08,The Guardianda Pekerin gelecek videolarıyla ilgili bomba iddia Nihai hedef Erdoğan  ,pozitif,siyaset 
1572,07,Ali Koçtan Diyanete mektup Kırgınım  ,negatif,siyaset 
1573,07,Çin aşısı olanlar dikkat Bilim Kurulu üyesi duyurdu  ay sonra  ,negatif,saglik 
1574,07, yaşındaki işsiz genç yaşamına son verdi İntihar notunda Erdoğan ve AKP detayı  ,negatif,siyaset 
1575,07,İYİ Parti Grup Toplantısı canlı yayın  İYİ Parti Genel Başkanı Meral Akşener konuşuyor   CANLI izlemek için tıklayın   İyi Partililerin etiketi MilletBiziÇağırıyor   ,pozitif,siyaset 
1576,07,Sedat Pekerin videoları ortalığı karıştırdı Erdoğanın Soylu kararı belli iddiası  ,negatif,siyaset 
1577,07,Galip Mendi Korkut Ekenle görüştük Kutlu Adalıyla ilgili bir şey söylemedi  ,negatif,spor 
1578,07,Yılmaz Özdilden Erdoğana sessizlik eleştirisi Asrın liderimiz hala susacak mı  ,negatif,siyaset 
1579,07,Abdulkadir Selviden Sedat Peker yazısı Erdoğan bitti demeden bitmez  ,negatif,siyaset 
1580,07,Adalet Bakanlığından Adnan Oktar açıklaması  ,pozitif,siyaset 
1581,07,Erzincanda  büyüklüğünde deprem meydana geldi  ,negatif,dunya 
1582,07,Şişlide viyadük altında yanan  otomobilde kundaklama şüphesi  ,negatif,dunya 
1583,07,Serbest piyasada döviz fiyatları  ,pozitif,ekonomi 
1584,07,Bugün hava nasıl olacak  Mayıs  Yurtta hava durumu  ,pozitif,ekonomi 
1585,06,Bahçelinin Rize açıklamalarına Nevşin Mengüden tepki Ülke bölündü herhalde  ,negatif,siyaset 
1586,06,Türkiye yeni döneme hazırlanıyor Aşı yaptıranlar katılabilecekler  ,pozitif,saglik 
1587,06,Fatih Altaylıdan Habertürk yayınıyla ilgili kritik iddia İşte Süleyman Soylunun programa çıkma sebebi  ,negatif,siyaset 
1588,06,Soyludan aynı soruya   gün arayla iki farklı yanıt  ,pozitif,siyaset 
1589,06,Ankara kulisleri kızıştı Saraydaki iktidar kapışmasının bir parçası mı bilemem ama duyduklarım çok önemli  ,negatif,siyaset 
